cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,evac_decision
1.372191629,-0.802514487,-0.450769822,-0.675242876,3.318004512,4.605286547,-1.063754132,0
-2.307770021,0.662638795,-0.44751089,0.784110934,0.034407616,4.605286547,0.145901258,0
-3.441878309,1.592096937,0.15730589,-0.846082796,0.608471904,4.605286547,-0.539427122,0
1.087360792,-3.524395426,0.601672546,0.629932875,7.97553528,-0.472742186,-0.853865628,1
-2.072618098,-4.915311847,-0.439427343,4.45548994,-0.557213659,-1.151594128,0.08225454,1
-1.24522042,1.592096937,0.15730589,-2.045728998,-2.808709821,-1.563843459,-1.337264998,0
0.79130246,-1.020914557,0.15730589,-2.18131361,0.651985488,-0.502947429,-2.201893539,0
-0.885735473,1.592096937,0.609756093,-0.981667409,-0.49810687,-0.915564672,1.153627636,0
-0.094172742,-1.020914557,-1.499953258,-1.910144385,0.034303519,0.608964378,-0.597006903,0
-0.036678283,-0.344538429,-1.499953258,4.583156826,-1.056473858,-1.563843459,0.949015386,0
1.923199849,1.311641996,1.206489326,3.450103178,-0.320561858,-2.200577274,1.092590281,1
-1.626751371,-0.701970867,1.662198461,-2.316898223,-0.747541091,-0.692187122,0.143291896,0
1.363449885,0.43586354,0.15730589,1.093609637,0.016266661,-0.906831275,1.87724994,0
-2.160564092,1.592096937,-1.499953258,-1.16562877,2.427471361,4.605286547,1.619049594,1
-4.199211851,0.487793136,0.609756093,3.257595641,0.65196086,-0.703230619,0.617941088,0
1.842007474,-0.344538429,-1.499953258,1.093609637,-1.056473858,-1.339804597,-0.269332652,0
-1.644882724,0.701127543,-1.499953258,3.386228105,0.35882949,4.605286547,-0.590446559,0
2.348055066,0.155408598,-0.450769822,1.055280159,-0.498002774,4.605286547,-0.114824463,0
1.388349581,-1.020914557,0.15730589,-2.316898223,-0.217941486,4.605286547,-1.273658985,0
-1.118740178,-3.197076551,-1.499953258,0.750647613,-0.567393487,-1.186393297,0.379901272,1
1.576393883,0.474352288,2.870666226,-1.707967219,-0.22822541,1.925133737,-1.399330347,0
0.334570448,1.630585685,-1.499953258,-0.720167814,-0.524247033,-2.200209362,-2.94881021,0
1.391987282,0.992698306,1.662198461,-0.981667409,-1.146287183,-2.433717444,2.024323114,0
0.475269475,-1.835883932,-1.499953258,4.99782839,1.192419713,-0.280521393,0.143291896,1
-2.374052541,1.949529375,0.609756093,-1.843551832,0.65196086,-0.712915529,0.602095981,0
2.498798763,0.43586354,0.609756093,-2.316898223,0.633765064,-0.675386912,-4.084266377,0
2.348055066,0.11691985,-0.450769822,-0.981667409,0.664847376,1.255542941,-3.4857645,0
-2.106943569,1.630585685,-1.499953258,4.447572213,-0.557397224,-0.920154181,0.744403135,0
-2.482267801,1.911040627,2.870666226,0.671022678,1.547180994,0.387369179,-0.584988087,0
-1.824886026,0.382183854,0.609756093,2.980607606,-2.808709821,-1.109316164,-2.815730291,0
-2.135267873,-0.545576309,-1.499953258,-0.946412101,1.228068399,0.176488115,-3.14941395,0
-2.238876311,-2.240245482,-1.499953258,0.357764391,0.68287559,-0.451931652,1.94617291,0
-2.558052851,1.592096937,-1.499953258,2.668955353,-1.069360374,-1.976538412,3.036000475,1
-3.406551457,-0.916449595,2.267015241,-1.572382607,0.023940126,-0.891358961,-3.741906419,0
1.021825873,0.474352288,-1.499953258,-2.18131361,-0.48240957,-2.640956097,1.156236998,0
1.968898891,-1.911883951,0.609756093,2.976756787,-2.515474355,-1.759455012,1.298726372,1
-1.083756033,0.992698306,0.609756093,4.99782839,0.134951465,4.605286547,2.422163722,1
2.455722936,1.592096937,-0.450769822,0.072724551,-2.808709821,-2.864994958,3.036000475,1
1.328123033,0.597216241,-0.450769822,-1.252836634,-2.808709821,4.605286547,2.626775973,0
1.781937378,1.592096937,-0.450769822,-1.117252021,0.682771493,-0.036952873,-3.086557917,0
-0.125470993,0.954209558,0.15730589,4.447572213,-0.760531703,0.175458891,2.422163722,1
1.376232172,1.311641996,0.609756093,-0.545663026,3.31240757,4.605286547,-4.493490879,0
2.289407256,-0.20202384,-1.499953258,-1.572382607,-0.557397224,-0.932282755,-0.064720401,0
-1.17453104,1.592096937,-0.450769822,-1.690927717,0.413177695,4.605286547,-4.493490879,0
-1.673797514,1.949529375,1.206489326,1.684324835,0.343419851,-0.896982111,-2.280043743,1
2.273744812,-1.631429009,-1.499953258,4.45548994,-2.808709821,-2.864994958,1.49653853,0
-1.789685431,-2.059242144,-1.499953258,2.940124578,0.608576,-1.585233178,0.685596316,0
-1.698215844,-3.769102255,-1.499953258,1.645995357,-0.600806712,-1.795201279,-2.328355585,0
1.250267744,-1.121458177,0.760956875,2.564802704,1.226129244,-1.171876913,0.741793773,1
-0.697354943,1.592096937,2.267015241,4.99782839,7.97553528,-1.551632759,1.355630525,1
2.137183807,0.43586354,-1.499953258,-0.855752426,1.213059163,-0.047468621,1.613040186,0
0.811785973,1.630585685,0.609756093,4.311987601,-0.760531703,-0.908527083,0.473024573,1
0.335308862,-1.020914557,-0.44751089,-0.723336701,0.947527239,-0.221680766,-1.412197376,0
-0.920030978,1.592096937,0.609756093,-1.843551832,1.222942685,-0.692187122,-3.826066032,0
0.351250916,-0.383027177,0.15730589,-0.846082796,-2.808709821,-2.864994958,-0.203809728,0
-3.582405344,0.474352288,0.609756093,4.311987601,-1.113057523,-0.68523166,2.286474441,1
1.037996081,1.311641996,-1.499953258,-0.720167814,-0.626971502,-2.006665944,-0.599673794,0
2.455813397,-0.663482119,0.15730589,2.226663285,7.97553528,-2.864994958,3.036000475,1
-2.088185564,0.155408598,1.206489326,-1.843551832,2.09547225,-0.256320098,-1.137969704,0
1.797900299,-0.701970867,2.267015241,-0.991337038,-1.671895738,-1.099181215,2.286474441,0
1.086271702,-0.344538429,-1.499953258,-0.46203097,1.007113899,-0.050198069,-0.596273748,0
-0.791170325,1.592096937,-1.499953258,-2.316898223,-0.451886598,-1.554660023,0.817277087,0
1.564991415,0.474352288,-0.450769822,-2.316898223,2.430178049,4.605286547,-2.61111804,0
1.247482565,0.954209558,-1.499953258,0.195470646,1.269826394,-0.700842808,-1.188948436,0
-1.805312222,0.11691985,0.609756093,-1.252836634,0.695762106,-0.262691959,-4.493490879,0
-2.584016495,-0.941612033,-0.439427343,-1.117252021,-1.71811601,-2.421804561,0.161688836,0
1.567895953,-0.663482119,-1.499953258,-1.707967219,0.05000082,-1.127608523,1.615098613,0
-0.439337072,-0.344538429,-1.499953258,-0.584583201,-1.954296583,4.605286547,2.028274096,0
-3.194374771,0.43586354,1.810140311,0.128684228,-2.2038349,-2.01584938,2.503713973,0
-0.681809094,-3.477531492,2.267015241,-2.18131361,-1.336639242,-1.540671388,-1.19416716,0
1.618353927,-2.020753396,-1.499953258,-1.301213382,7.97553528,4.605286547,-1.941083831,0
1.797900299,-1.020914557,0.609756093,-2.18131361,-2.808709821,-1.563843459,-0.728745202,0
0.937114915,0.155408598,2.870666226,2.380841343,0.899080151,-0.260909608,1.493929168,0
-0.794019246,-2.692171381,-1.499953258,2.213824767,0.400187082,4.605286547,2.626775973,1
-2.371038828,-0.52096753,2.870666226,-1.707967219,-0.186650981,-0.061825167,0.063800071,0
1.467580838,0.954209558,2.267015241,0.373144321,-1.921250489,4.605286547,-0.263323244,1
1.725110877,-0.701970867,-0.44751089,-2.045728998,-0.863990433,-1.983125962,1.358239887,0
-3.670881274,1.911040627,-1.499953258,-0.587752089,0.652169053,-0.262691959,-0.181772993,0
-0.704856467,-1.020914557,0.15730589,3.58568779,-0.879216507,-2.195322036,2.154736143,1
-2.188970244,0.43586354,-1.499953258,0.951021001,1.550175344,4.605286547,0.073027306,0
-1.535702548,-0.764025739,-1.499953258,2.940124578,-0.232583591,4.605286547,2.371975674,1
2.010005481,-1.020914557,0.609756093,-2.18131361,1.797086441,0.599780942,0.225477069,0
-2.567544134,-0.344538429,0.15730589,2.804539965,0.592774603,-0.050280195,-0.391053032,0
-0.051160739,-0.710346053,1.810140311,1.370613356,1.360031477,4.605286547,-1.197384986,0
0.250561213,-3.197076551,2.870666226,-0.504120032,-1.921066924,-1.556887996,1.823661845,0
1.464234565,1.949529375,1.206489326,-2.18131361,-1.671895738,-2.864994958,1.153627636,0
0.534918666,0.474352288,-1.499953258,-2.045728998,0.000890294,-0.920369871,1.748729467,0
-0.021464388,-2.659732791,0.609756093,2.120706858,-1.290523067,-1.147014306,0.075636668,0
-2.445195729,0.597216241,0.609756093,-1.843551832,0.134767899,4.605286547,-3.879654126,0
1.145657926,1.592096937,-0.450769822,2.700387317,-2.217192643,-1.132648071,2.626775973,1
-1.547907478,0.954209558,-1.499953258,2.835971929,-0.806935541,-0.489460269,0.822553339,1
1.25736527,-0.916449595,-1.499953258,-2.316898223,0.345759409,-0.677830575,-1.265699492,0
1.713545375,0.11691985,-1.499953258,4.583156826,-0.511097483,-1.98816551,1.827061892,0
-2.693992514,1.592096937,-1.499953258,-1.572382607,0.695762106,-0.262691959,-0.728745202,0
0.850239469,-2.368162029,0.609756093,0.446349156,7.97553528,-0.240263327,0.828562747,0
1.800422511,-5.234255537,-1.499953258,0.581933768,-0.451886598,-1.121020973,0.694215087,0
0.480212603,-2.23082764,-0.44751089,-1.910144385,-0.011996222,-1.139681244,1.196646876,1
2.159264175,-2.878132861,1.662198461,-2.18131361,-2.217192643,-1.987637761,3.036000475,0
0.612205562,0.474352288,2.870666226,-0.190861745,0.945300423,0.180130527,-1.941083831,0
1.451543807,-0.344538429,-1.499953258,0.891432471,0.343236286,-0.899425774,0.608713854,1
-0.963069295,-0.383027177,-1.499953258,-2.045728998,0.296936545,-0.049081446,0.488812152,0
1.651610541,-0.383027177,0.609756093,0.512941709,-0.264161758,4.605286547,1.033725934,0
0.746246855,1.911040627,-1.499953258,-1.843551832,-0.819822057,4.605286547,1.825003465,0
-0.016835267,-0.20202384,2.267015241,0.237559708,0.150569297,-1.339804597,-0.267274226,0
-0.318913147,-1.339858247,-1.499953258,1.95549406,0.093777438,-1.751756111,1.153627636,1
2.418517308,-2.078289246,-0.450769822,-0.584583201,-1.674235295,-1.551714885,3.036000475,0
1.193685216,-0.383027177,-1.499953258,-0.235786683,-2.060094871,-2.421804561,-1.73246307,0
0.671198188,-0.20202384,1.206489326,-2.18131361,-1.349996986,-2.647911559,-2.746807321,0
0.492214305,1.630585685,0.15730589,-1.910144385,7.97553528,-0.719870991,1.141000356,0
0.351345893,1.273153247,-1.499953258,-1.555343104,-1.408999677,4.605286547,-3.4857645,0
-1.809814068,-1.260555723,0.613015025,-1.843551832,-0.8174825,-0.046351998,-1.802785189,0
-2.377481157,0.954209558,0.15730589,-0.246821423,-0.158467567,-1.345059835,0.612664836,1
-0.087196507,0.43586354,-1.499953258,-2.045728998,-2.808709821,-2.864994958,0.822553339,0
1.037060779,-2.416789121,-1.499953258,4.311987601,-1.118287334,-1.540671388,1.810483629,1
1.051816819,-0.344538429,0.609756093,1.374826132,1.797006972,0.368868745,-1.206243505,0
0.666098956,1.592096937,0.15730589,-0.991337038,-0.863702772,-1.115765735,0.269753942,0
-1.731370604,1.592096937,-0.44751089,0.784110934,-2.060094871,-2.864994958,3.036000475,0
-3.57527941,-0.663482119,1.217831805,-0.981667409,1.254416755,4.605286547,-0.252588519,0
2.301067735,-0.701970867,-1.499953258,2.668955353,0.389640124,0.831220889,0.199489352,1
-0.924029677,-2.140294757,-1.499953258,2.564802704,-0.527057818,-1.764342338,-0.984336185,0
2.0883177,-0.20202384,2.870666226,-1.843551832,-0.526586591,-2.203388849,-0.399012525,0
-0.212539592,0.992698306,-1.499953258,-1.707967219,-1.053767169,4.605286547,2.831388224,0
0.974411004,0.954209558,0.15730589,1.027017083,-0.510993387,-1.34224826,0.744403135,0
2.301067735,-0.383027177,-1.499953258,1.093609637,0.63917844,-0.050198069,1.087314028,0
2.178290397,-1.377907874,-1.499953258,-2.18131361,-0.881923195,-1.784569271,-2.61111804,0
2.244298701,-0.663482119,2.267015241,2.213824767,-0.215234798,-1.121020973,-1.729853708,1
-0.393226752,-2.125218358,-0.439427343,0.310764543,-0.21775792,-1.115765735,0.275581131,0
-1.808878767,1.630585685,2.870666226,-1.252836634,-1.929003423,4.605286547,2.626775973,0
-2.314269794,1.592096937,-1.499953258,-1.843551832,0.904414058,-0.036952873,-0.603624776,0
1.356064956,-0.701970867,-1.499953258,-1.081996713,0.620590886,-0.892024689,-0.190449292,0
0.674665751,1.592096937,0.609756093,-0.991337038,1.786539483,-0.01792469,0.278798957,1
-1.49844397,-3.777477441,0.760956875,4.591074552,-2.808709821,-1.351431695,-0.91677919,1
0.165617574,-1.020914557,-0.450769822,2.976756787,0.09107075,-0.670797402,0.815218661,1
0.717326162,0.954209558,-1.499953258,2.668955353,0.636471752,0.602008916,1.483360314,1
-0.161071924,-3.259131423,-1.499953258,0.620263246,-0.199458028,4.605286547,1.698541419,1
-2.056955654,0.11691985,2.870666226,-1.910144385,-2.060094871,-2.864994958,-1.6007823,0
0.22630931,0.43586354,-0.450769822,-2.316898223,-2.808709821,-2.864994958,0.084386845,0
-0.451751798,-1.168387289,-1.499953258,-0.517990647,-0.449075814,-0.703732094,2.040350441,0
0.937593287,0.11691985,-0.450769822,-0.355696902,-2.217192643,4.605286547,0.815935467,0
1.367164341,-2.444162048,1.217831805,-2.316898223,-0.794049025,-1.356604807,0.608713854,1
1.817564708,1.592096937,-0.450769822,-1.910144385,-0.451886598,-1.107248028,-0.181222057,0
2.002155504,1.911040627,-1.499953258,-2.18131361,-0.174164867,4.605286547,0.145901258,0
-1.31737181,1.592096937,0.609756093,-0.313413976,7.97553528,-1.118209398,-1.660930738,0
-2.084278577,-0.701970867,2.267015241,1.343394169,2.414847879,1.010775671,0.067751053,1
-2.607700907,1.273153247,2.267015241,-0.855752426,0.36929698,-1.555771374,-3.620902845,0
1.797900299,-1.020914557,-1.499953258,-1.910144385,-1.921434054,-2.421804561,1.082095304,0
-3.363447539,1.949529375,-1.499953258,-1.843551832,-1.339825802,4.605286547,-4.288878628,0
-0.314002688,1.592096937,0.609756093,-0.981667409,-1.023244198,0.401725726,-2.61111804,0
-2.076185104,1.273153247,2.870666226,-2.18131361,-2.808709821,-2.864994958,-0.452147916,1
0.252462632,-4.41536482,1.662198461,4.040818376,0.386829339,0.173758666,0.281590539,1
1.566798687,1.630585685,-1.499953258,-0.626866127,-1.69187175,-1.351431695,0.469624527,0
2.150324038,-1.020914557,-1.499953258,-1.252836634,-0.832996235,-1.537859813,-0.933357453,0
-1.365265544,-0.663482119,0.609756093,0.765517488,-1.056473858,-1.563843459,1.153627636,0
-1.224095534,1.630585685,-1.499953258,-2.316898223,0.665239134,-0.920154181,0.404652539,0
0.417902655,1.273153247,-1.499953258,1.374826132,-1.316479664,-1.983493874,-0.383775882,0
-2.709650001,1.949529375,1.810140311,-0.584583201,-0.866329991,-1.342088423,-0.798935914,1
0.106916814,-0.079159887,-0.450769822,1.684324835,-1.056473858,-1.563843459,0.744403135,0
-0.906778632,1.592096937,-1.499953258,-1.081996713,0.386933435,-0.899425774,-1.390160641,0
-1.568449281,1.911040627,-1.499953258,1.95549406,-2.309633188,-1.979349987,-2.815730291,1
1.234605301,0.43586354,-0.450769822,-2.316898223,-1.468210562,-2.192878373,-1.604733282,0
0.27973314,-0.482478781,1.206489326,-0.084527678,-0.884070543,4.605286547,-0.933357453,0
2.130808626,1.630585685,-1.499953258,0.615063001,1.197649524,0.618891252,-1.062428861,0
-2.203750336,0.43586354,-0.450769822,3.115058881,-1.133504763,-1.763010026,1.49653853,0
1.39041982,-0.663482119,-1.499953258,-2.18131361,-0.294868295,-1.111837537,1.423664578,0
2.477444291,0.474352288,1.662198461,1.510410745,0.607887935,-0.262691959,-0.19780032,0
0.483465141,1.592096937,0.15730589,-0.142291133,-1.115764211,-2.195322036,1.701150781,0
-1.567970909,1.630585685,-1.499953258,0.208309163,-1.129121955,4.605286547,-2.827806636,1
-2.364323788,1.311641996,1.810140311,0.921770456,-0.8244679,-1.973726837,1.944114483,1
0.415970929,-4.15390762,-1.499953258,-0.858921314,-0.8244679,-2.030867239,1.074135812,0
-2.359296501,-3.058093543,2.870666226,4.176402988,-0.806935541,-0.255736497,1.153627636,1
1.849480081,-1.020914557,-1.499953258,-1.572382607,1.257123443,-0.464593247,-2.145696082,0
-0.803104988,1.311641996,1.662198461,-1.843551832,1.269346522,1.038459541,-2.47542876,0
-2.071401312,1.592096937,0.15730589,-0.935377361,1.796902876,0.401725726,-1.478271235,0
1.673191235,-3.234522644,-1.499953258,-0.142291133,-0.830289547,-1.088081865,1.701150781,1
0.727967222,1.949529375,-0.450769822,-0.46203097,1.004590776,4.605286547,-3.267974033,0
-0.957424803,-2.163707106,0.760956875,-1.572382607,-0.169198091,-0.299852664,3.036000475,0
1.188179063,0.954209558,1.206489326,-0.946412101,-0.910210706,4.605286547,-3.825515096,0
-0.395984144,0.954209558,2.870666226,-1.130090539,-0.789299086,-1.093337103,-0.27534206,0
2.207189118,0.635265868,1.810140311,-2.045728998,-1.126415266,4.605286547,-2.337582819,0
-3.668663586,-0.383027177,0.760956875,0.038218417,-1.056290292,-1.123832548,0.404101603,0
1.187617969,0.474352288,1.206489326,-1.572382607,-0.567577052,-1.551632759,-1.401388773,0
0.407524441,-2.739149854,-1.499953258,-0.720167814,1.238823551,0.173175065,0.488812152,0
-0.381154309,1.911040627,-0.450769822,-2.316898223,0.137474588,0.595637055,1.082095304,0
1.675122962,-2.878132861,0.609756093,4.726659165,-2.013691033,-2.214933821,2.626775973,1
1.44547656,0.954209558,0.760956875,0.358763651,-0.155840348,4.605286547,-1.519232049,1
0.641938582,-0.040671139,-0.450769822,-1.910144385,0.623297574,4.605286547,-2.544253496,0
-2.84961557,-0.383027177,-1.499953258,-2.18131361,-1.041360525,-2.640956097,-1.478271235,0
-1.133329472,1.911040627,0.609756093,-2.045728998,-2.808709821,-2.864994958,-1.40879733,0
-1.461650305,-2.559189171,-1.499953258,-0.855752426,-0.557397224,-2.864994958,-0.728745202,0
1.901656665,-3.011115071,1.206489326,-2.316898223,0.314181242,-0.662357406,0.737234326,0
1.648741202,-0.383027177,-0.44751089,0.784110934,-1.691767654,4.605286547,3.036000475,0
-2.176874264,-0.801422471,2.267015241,1.159432808,0.948111207,0.602592517,0.272363304,0
-0.563510216,1.311641996,-1.499953258,-1.436797994,0.093697969,-0.262691959,-1.150596985,0
-0.617595154,-1.740298454,-1.499953258,-2.045728998,0.299459668,4.605286547,0.829113683,1
-1.491074675,1.592096937,1.662198461,-0.855752426,-2.808709821,-2.864994958,1.823661845,0
0.757059906,1.592096937,-1.499953258,2.213824767,0.934937029,4.605286547,2.091089425,1
-2.331067175,-0.064083488,0.609756093,1.229194249,-0.776124908,4.605286547,-1.586096593,1
0.868279876,1.311641996,0.15730589,0.138547722,-2.808709821,-1.981425738,1.291926279,1
-2.387836209,-2.596635264,-0.450769822,-1.081996713,-1.921250489,-1.319076189,0.15117751,0
-2.417663305,-2.151410578,0.15730589,-0.846082796,1.282233038,4.605286547,0.366301087,0
2.431394572,1.273153247,-1.499953258,-0.517990647,-1.362699936,-2.640956097,0.488812152,0
-0.624215999,0.992698306,-0.450769822,0.167798267,7.97553528,4.605286547,-4.084266377,0
-1.933291385,-0.584065057,2.870666226,-0.235786683,-1.625308335,-2.419360898,3.036000475,0
2.529186038,-1.540896126,0.601672546,1.333724539,-1.072067062,-1.562143234,1.49653853,1
-3.562027064,1.273153247,-1.499953258,-2.316898223,1.57352935,0.160385179,-1.604733282,0
2.185645934,-0.663482119,-1.499953258,-2.18131361,1.007009803,4.605286547,-1.6007823,0
-2.726342724,1.630585685,0.609756093,-2.316898223,-0.292161607,-1.77567162,1.819710863,0
2.168508694,-0.774049544,1.206489326,-2.18131361,-2.499777054,-2.226560919,0.071759564,0
1.362396755,-1.020914557,1.662198461,4.447572213,1.226233341,4.605286547,3.036000475,1
-1.134362062,-0.064083488,1.662198461,1.364778861,0.762221425,-1.754943213,1.701150781,1
1.347337968,-0.701970867,-1.499953258,-0.846082796,-1.920883358,0.189313962,0.14851062,0
1.406082264,-0.383027177,0.609756093,4.99782839,-1.501623787,-2.640956097,3.036000475,1
-1.899830593,-1.020914557,2.870666226,4.591074552,-1.056473858,-1.563843459,0.539790884,1
1.321414973,1.592096937,0.609756093,4.311987601,-1.501727884,-2.864994958,1.546175642,0
-1.829831465,1.630585685,-1.499953258,-0.246821423,7.97553528,-0.059381504,0.611323216,1
-1.611833287,1.311641996,-1.499953258,-0.847886574,0.636471752,4.605286547,-2.403896427,0
0.413434574,0.492751278,0.609756093,-0.723336701,-0.850816256,4.605286547,1.080753684,0
1.829815673,1.592096937,-1.499953258,-2.18131361,0.384706619,4.605286547,2.626775973,1
0.914723234,0.558727493,-1.499953258,-0.46203097,0.301478291,-0.439275329,-2.954028934,0
2.244298701,-0.663482119,2.267015241,0.644313545,-0.464773114,-1.121020973,-0.728745202,0
2.548850446,1.949529375,-0.44751089,-2.18131361,-0.508470264,-0.470591923,-0.194400274,0
2.13521457,1.592096937,-1.499953258,-0.710498184,-1.115868308,-2.864994958,1.823661845,0
1.20929471,0.11691985,-1.499953258,-1.572382607,-1.113345185,-1.332403512,-0.317462274,0
-0.985090851,1.911040627,-1.499953258,-0.491281515,0.930291187,-1.559331659,-0.185173039,0
-3.676380007,0.754807229,2.870666226,1.684324835,4.200234033,-1.563843459,-0.728745202,0
0.883398347,-0.344538429,-1.499953258,2.000796639,-1.280055577,-2.430828159,0.949015386,1
1.447998772,-1.832466889,0.760956875,0.581933768,-1.929003423,-1.981425738,3.036000475,0
-1.782696206,1.911040627,0.609756093,2.700387317,0.018710315,-1.106664426,1.153627636,0
2.53012365,-0.663482119,0.15730589,1.80707093,-0.776124908,-0.470959835,-0.049483758,0
-0.464723138,0.11691985,-0.450769822,-2.316898223,1.797006972,4.605286547,-3.4857645,0
-1.639855437,-1.221952436,-1.499953258,-0.079327432,-0.71925358,-1.340915947,1.687972565,0
0.456008662,-0.663482119,0.609756093,-0.720167814,-1.072171158,-0.66384194,-0.597006903,0
-2.003901076,1.592096937,-1.499953258,-1.217581326,3.286530441,1.914787514,-2.47542876,0
2.011293771,-0.982425809,-1.499953258,2.804539965,0.047294132,-0.69789767,0.413328838,1
-1.111881265,1.592096937,-1.499953258,-2.045728998,0.106768051,-0.693887346,-0.181222057,0
1.38682875,-0.383027177,-1.499953258,1.789497696,-1.056473858,-1.561399796,1.483360314,1
0.736342178,-0.064083488,-1.499953258,1.500363474,-0.760531703,-1.12516486,-0.598332174,0
0.56421685,-0.701970867,1.206489326,4.726659165,-0.28190231,-1.585155468,1.503338622,1
1.649272524,-1.020914557,1.662198461,1.42111618,-0.806935541,-1.111837537,2.491086692,0
1.946514139,0.954209558,-0.44751089,-1.572382607,0.139334273,-0.235008089,-0.399012525,0
-0.103992491,-1.120366161,-1.499953258,-1.467852317,1.197282393,4.605286547,-2.213179199,0
0.071616599,0.43586354,1.206489326,0.128684228,1.786723048,-0.262691959,-4.493490879,0
1.486421186,-2.445306368,-1.499953258,-1.252836634,1.241059012,-0.04109676,-3.498391781,0
-2.425977139,-1.008618029,0.760956875,-2.045728998,-1.113241089,-0.668513576,-3.747915827,0
2.083725249,0.954209558,0.609756093,-1.436797994,0.929419557,-0.046351998,-2.607167058,0
2.236448724,1.630585685,0.609756093,0.208309163,-1.501727884,-0.49124262,1.153627636,0
-1.751371319,1.630585685,-1.499953258,-1.843551832,0.077817103,-0.670715276,0.145901258,0
2.926627872,1.592096937,1.662198461,-0.11123681,-1.113345185,0.826047778,2.831388224,0
0.550556673,1.592096937,0.609756093,-1.252836634,-0.215234798,4.605286547,-0.507554688,0
-1.65813507,1.911040627,2.870666226,-0.326446358,-0.304968654,4.605286547,-0.469993921,0
1.807775737,-0.701970867,1.662198461,0.216175015,0.430526488,0.189313962,-0.055310947,1
